token,count_a,count_b,log_odds,z
樂,3,5,0.20103291151002445,0.31705682572032357
漏,4,7,0.16437959409898095,0.30287109325730477
氣,4,7,0.16437959409898095,0.30287109325730477
古,8,15,0.11297661477958432,0.2992729944897904
流,8,15,0.11297661477958432,0.2992729944897904
玉,6,11,0.12965193232927774,0.2958421338108081
官,13,26,0.0651866117147959,0.22353486065262707
朝,10,20,0.0650997794168191,0.19579188825620022
後,8,16,0.06504201966672696,0.1749662120825846
對,7,14,0.06501317822365316,0.16359333094797063
看,7,14,0.06501317822365316,0.16359333094797063
今,7,14,0.06501317822365316,0.16359333094797063
來,6,12,0.06498436235643723,0.15139086307610866
司,5,10,0.06495557203106284,0.13813909031305874
歸,4,8,0.06492680721357225,0.12350064346651259
暇,4,8,0.06492680721357225,0.12350064346651259
長,4,8,0.06492680721357225,0.12350064346651259
許,4,8,0.06492680721357225,0.12350064346651259
盟,3,6,0.06489806787006991,0.10690735196650637
良,3,6,0.06489806787006991,0.10690735196650637
法,3,6,0.06489806787006991,0.10690735196650637
作,3,6,0.06489806787006991,0.10690735196650637
晨,3,6,0.06489806787006991,0.10690735196650637
秋,3,6,0.06489806787006991,0.10690735196650637
常,3,6,0.06489806787006991,0.10690735196650637
芳,3,6,0.06489806787006991,0.10690735196650637
向,3,6,0.06489806787006991,0.10690735196650637
人,11,23,0.03231781409065082,0.10302739368736116
雪,2,4,0.06486935396671889,0.08725086645493106
結,2,4,0.06486935396671889,0.08725086645493106
早,2,4,0.06486935396671889,0.08725086645493106
首,2,4,0.06486935396671889,0.08725086645493106
形,2,4,0.06486935396671889,0.08725086645493106
幾,2,4,0.06486935396671889,0.08725086645493106
休,2,4,0.06486935396671889,0.08725086645493106
勤,2,4,0.06486935396671889,0.08725086645493106
識,2,4,0.06486935396671889,0.08725086645493106
稀,2,4,0.06486935396671889,0.08725086645493106
俊,2,4,0.06486935396671889,0.08725086645493106
圖,8,17,0.020404572217302075,0.055687822249349726
得,5,11,-0.004944661179285603,-0.010757191567910223
酒,9,20,-0.012278566065003105,-0.03592416765253494
丹,4,9,-0.021265085247360815,-0.041600757430919115
天,8,18,-0.021305482541166043,-0.05894411922071476
義,3,7,-0.0475268214262945,-0.08122160108321369
