token,count_a,count_b,log_odds,z
聯,2,10,-0.062365430205994166,-0.10517817050898244
猶,2,10,-0.062365430205994166,-0.10517817050898244
臣,2,10,-0.062365430205994166,-0.10517817050898244
君,2,10,-0.062365430205994166,-0.10517817050898244
開,3,15,-0.06241936985370167,-0.12892783779943282
英,3,15,-0.06241936985370167,-0.12892783779943282
莫,3,15,-0.06241936985370167,-0.12892783779943282
公,2,11,-0.1173441522229739,-0.2030287954272657
才,2,11,-0.1173441522229739,-0.2030287954272657
龍,2,11,-0.1173441522229739,-0.2030287954272657
北,2,11,-0.1173441522229739,-0.2030287954272657
彥,1,6,-0.16563863662223088,-0.20754872951625897
合,1,6,-0.16563863662223088,-0.20754872951625897
西,1,6,-0.16563863662223088,-0.20754872951625897
波,1,6,-0.16563863662223088,-0.20754872951625897
談,1,6,-0.16563863662223088,-0.20754872951625897
端,1,6,-0.16563863662223088,-0.20754872951625897
街,1,6,-0.16563863662223088,-0.20754872951625897
夜,1,6,-0.16563863662223088,-0.20754872951625897
離,1,6,-0.16563863662223088,-0.20754872951625897
接,1,6,-0.16563863662223088,-0.20754872951625897
圖,4,21,-0.09091697589271686,-0.21968456546766685
要,3,17,-0.13428481254629254,-0.2868820784596201
冠,2,12,-0.16580128329749577,-0.29380644448924104
肝,2,12,-0.16580128329749577,-0.29380644448924104
照,2,12,-0.16580128329749577,-0.29380644448924104
聞,1,7,-0.24719839229943297,-0.3235756992397439
僚,1,7,-0.24719839229943297,-0.3235756992397439
寧,1,7,-0.24719839229943297,-0.3235756992397439
榮,1,7,-0.24719839229943297,-0.3235756992397439
士,1,7,-0.24719839229943297,-0.3235756992397439
懷,1,7,-0.24719839229943297,-0.3235756992397439
意,1,7,-0.24719839229943297,-0.3235756992397439
親,1,7,-0.24719839229943297,-0.3235756992397439
眞,2,13,-0.20888206284590982,-0.37855461234485216
聲,2,13,-0.20888206284590982,-0.37855461234485216
久,2,13,-0.20888206284590982,-0.37855461234485216
淸,8,44,-0.11799779844259284,-0.4083194676006798
