token,count_a,count_b,log_odds,z
起,2,8,-0.3726358775667853,-0.5070388543155903
芝,2,8,-0.3726358775667853,-0.5070388543155903
嫌,2,8,-0.3726358775667853,-0.5070388543155903
目,2,8,-0.3726358775667853,-0.5070388543155903
運,2,8,-0.3726358775667853,-0.5070388543155903
卿,2,8,-0.3726358775667853,-0.5070388543155903
倩,2,8,-0.3726358775667853,-0.5070388543155903
致,2,8,-0.3726358775667853,-0.5070388543155903
業,2,8,-0.3726358775667853,-0.5070388543155903
鵬,2,8,-0.3726358775667853,-0.5070388543155903
侍,2,8,-0.3726358775667853,-0.5070388543155903
水,10,32,-0.177571147316959,-0.5211087842214002
頭,13,41,-0.16476283585378493,-0.5499725541713585
筆,6,21,-0.25648565004211665,-0.591659776453743
冠,6,21,-0.25648565004211665,-0.591659776453743
容,8,27,-0.22456865281533922,-0.5946397382560998
極,5,18,-0.28113722729816537,-0.594727143343185
殿,5,18,-0.28113722729816537,-0.594727143343185
酒,24,73,-0.1327749361077606,-0.5985609727063268
光,9,30,-0.21364551438480817,-0.5988131559874409
依,4,15,-0.3167368198621512,-0.6032483443252161
門,4,15,-0.3167368198621512,-0.6032483443252161
星,10,33,-0.20480194487424974,-0.6040791684827835
難,11,36,-0.19749622857335147,-0.6101296010581202
晨,3,12,-0.37270036651467375,-0.6211007064802049
定,3,12,-0.37270036651467375,-0.6211007064802049
景,2,9,-0.47373766822275076,-0.6567083825955752
堅,2,9,-0.47373766822275076,-0.6567083825955752
凌,2,9,-0.47373766822275076,-0.6567083825955752
籌,2,9,-0.47373766822275076,-0.6567083825955752
着,2,9,-0.47373766822275076,-0.6567083825955752
脩,2,9,-0.47373766822275076,-0.6567083825955752
闕,2,9,-0.47373766822275076,-0.6567083825955752
遲,2,9,-0.47373766822275076,-0.6567083825955752
協,2,9,-0.47373766822275076,-0.6567083825955752
趁,2,9,-0.47373766822275076,-0.6567083825955752
休,6,22,-0.2972308237844725,-0.6908262102364281
知,19,61,-0.18072945211385427,-0.7314719228756292
到,3,13,-0.4415848899053554,-0.7452733843165421
罷,3,13,-0.4415848899053554,-0.7452733843165421
微,3,13,-0.4415848899053554,-0.7452733843165421
醉,10,35,-0.2566501964642187,-0.7643195159520617
神,9,32,-0.2704322457891353,-0.7659877497593383
看,14,47,-0.22009806880534288,-0.7703055654207371
永,2,10,-0.5628597715241472,-0.7932459340390695
講,2,10,-0.5628597715241472,-0.7932459340390695
諧,2,10,-0.5628597715241472,-0.7932459340390695
位,2,10,-0.5628597715241472,-0.7932459340390695
戒,2,10,-0.5628597715241472,-0.7932459340390695
劇,2,10,-0.5628597715241472,-0.7932459340390695
翼,2,10,-0.5628597715241472,-0.7932459340390695
瞻,2,10,-0.5628597715241472,-0.7932459340390695
兩,2,10,-0.5628597715241472,-0.7932459340390695
趨,5,20,-0.3728294121711375,-0.8021151964580927
襟,5,20,-0.3728294121711375,-0.8021151964580927
疏,5,20,-0.3728294121711375,-0.8021151964580927
際,4,17,-0.42501210084826635,-0.8257377055684861
令,4,17,-0.42501210084826635,-0.8257377055684861
上,15,51,-0.23132693238881163,-0.8397604526262437
樽,9,33,-0.29737768243409235,-0.8465039002068815
論,9,33,-0.29737768243409235,-0.8465039002068815
爭,3,14,-0.5047425572442821,-0.8618453782906677
銀,3,14,-0.5047425572442821,-0.8618453782906677
日,52,158,-0.1323844669392802,-0.8783116718039444
尋,6,24,-0.3728939689037194,-0.8788253190062025
衣,6,24,-0.3728939689037194,-0.8788253190062025
數,6,24,-0.3728939689037194,-0.8788253190062025
頻,5,21,-0.4149170382456049,-0.8995915384872317
步,5,21,-0.4149170382456049,-0.8995915384872317
盟,5,21,-0.4149170382456049,-0.8995915384872317
明,17,58,-0.23444703225050212,-0.9065623388089207
臭,2,11,-0.6423127716310599,-0.918836561334518
院,2,11,-0.6423127716310599,-0.918836561334518
章,2,11,-0.6423127716310599,-0.918836561334518
顏,2,11,-0.6423127716310599,-0.918836561334518
才,9,34,-0.32343503883100055,-0.9251021352861426
參,4,18,-0.4739135363072524,-0.929070676909953
鐵,4,18,-0.4739135363072524,-0.929070676909953
敎,4,18,-0.4739135363072524,-0.929070676909953
露,4,18,-0.4739135363072524,-0.929070676909953
堂,4,18,-0.4739135363072524,-0.929070676909953
觴,4,18,-0.4739135363072524,-0.929070676909953
共,25,82,-0.19989209575509737,-0.9313035327751723
聖,8,31,-0.3454886813893161,-0.935458793784711
面,6,25,-0.4081327194296236,-0.9681196630811976
綸,3,15,-0.5629711206878492,-0.9717160836472303
